,id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
634,4812890000000000.0,M5pkGy7tx,6436753818,三岁半的固体胶,#李易峰嫖娼视频#三块速来,,,,李易峰嫖娼视频,0,6,2,2022/9/12 14:58,iPhone客户端,,,
635,4812890000000000.0,M5pkFonUz,6076600219,快乐追星包,李易峰开司动物世界妈呀居然找到资源了！！！啊啊啊有没有一起来看的～～～,,,,,0,4,0,2022/9/12 14:58,李易峰开司动物世界超话,,,
636,4812890000000000.0,M5pkFnhhK,7271498412,袁挺然,#都怪李易峰#每次上历史类的课都要被cue,,,,都怪李易峰,0,0,2,2022/9/12 14:58,iPhone客户端,,,
637,4812890000000000.0,M5pkEblo7,5152942717,wxy咕噜噜咕噜,李易峰所有的放下都是需要时间的吧，对呀现实中嫖娼的人我也依然无比唾弃。今天朋友说其实很正常也只是解决生理需求我身为一个艺术生在一个艺术院校里应该看的很开了因为身边嫖娼约炮出轨真的很多甚至自己也经历过被出轨的经历。多正常啊。可是难道要因为我是一个艺术生大环境是这样就要去接受这是一个普遍存在的事实吗哪怕这些事情已经成为这个社会很普遍的事情了但是没道德就是没道德不对就是不对。可是真的很舍不得李易峰可是我知道人品不好的人不能喜欢也许放下需要时间，但总会过去。我也相信他身上也有很多闪光点，但是错了就是错了。,,,,,0,0,0,2022/9/12 14:58,李易峰超话,,,
638,4812890000000000.0,M5pkE9apu,2205109262,12集7个字,#如何看待李易峰此前发声明#嘴比?硬,,,,如何看待李易峰此前发声明,0,0,5,2022/9/12 14:58,耶唔荣耀60Android,,,
639,4812880000000000.0,M5oWqvXWw,5041239955,萌娃安迪,#如何看待李易峰此前发声明#欲戴皇冠，必承其重。活在聚光灯之下，被人用放大镜注视，更应该谨言慎行。普通人吃瓜就好了，有机会当瓜的别真的成为了甜瓜。,,,,如何看待李易峰此前发声明,0,0,1,2022/9/12 13:58,Android客户端,['https://wx1.sinaimg.cn/large/005vawNRly1h63s6x2xe4j31bm22g0wo.jpg'],,
640,4812880000000000.0,M5oWqenNk,7711159906,joe14843,蔡徐坤蔡徐坤没关注我#都怪李易峰#,,,,都怪李易峰,0,0,1,2022/9/12 13:58,蔡徐坤超话,,,
641,4812880000000000.0,M5oWqcazL,7483928416,啵琴,李易峰周边中转站收亲签，有证明的来价可谈只想给自己青春划上一个句号,,,,,0,2,0,2022/9/12 13:58,李易峰周边中转站超话,,,
642,4812880000000000.0,M5oWqendl,7724889024,小兔想睡觉-,#李易峰奶屯鱼热恋一百年#cp名就叫易屯,,,,李易峰奶屯鱼热恋一百年,0,3,2,2022/9/12 13:58,霖霖妈咪的Android,,,
643,4812880000000000.0,M5oWpyl1J,6681503244,战将妖哥,【华鼎奖：取消李易峰“中国最佳男主角”等称号】9月11日，据@第33届华鼎奖，华鼎奖组委会在澳门宣布，根据《华鼎奖荣誉称号管理办法》，决定取消演员李易峰第22届华鼎奖“中国百强电视剧最佳男主角”和“全国观众最喜爱的影视明星”称号。,,,第33届华鼎奖,,0,0,0,2022/9/12 13:58,,['https://wx4.sinaimg.cn/large/007iaUdmgy1h63s6w3dcmj30j60riju9.jpg'],,
644,4812880000000000.0,M5oWpmeRQ,2209929527,西安时评,9.12日，某班次高铁上劣迹艺人李易峰的广告被紧急撤换…#如何看待李易峰此前发声明#（杭州日报）L西安时评的微博视频,,,,如何看待李易峰此前发声明,0,0,1,2022/9/12 13:58,微博视频号,,"http://f.video.weibocdn.com/o0/Snb58L7Xlx07Z9yS72tG0104120037Gw0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1662988662&ssig=erswosy3BE&KID=unistore,video",
645,4812880000000000.0,M5oWp3xv3,5336241161,baby亮亮love,李易峰几年不联系的朋友同事纷纷给我发信息，留言，你男神被抓啦，你男神塌房了，我和德和能，因为这件事你们个个来“关心”我，不过这次@李易峰确实太伤粉丝的心了,,,李易峰,,0,0,3,2022/9/12 13:58,李易峰超话,,,
646,4812880000000000.0,M5oWorTFL,3202738681,李喋喋的小花袄,李易峰本微博从今日起停止更新,,,,,0,0,0,2022/9/12 13:58,李易峰超话,,,
647,4812880000000000.0,M5oWo86SV,6978991466,肖家小娇妻x,李易峰希望路人不要乱骂，峰峰如果实锤了会有自己走的路的代价，粉丝不脱粉是自己的选择，脱粉亦是。路人就当个瓜看一下就过吧，都积个口德。每个人心里都有自己选的光，没必要去踩别人痛处。也希望粉丝不要回头踩。喜欢峰峰的大多数都是好几年的了，之前的喜欢都不是假的。,,,,,0,70,139,2022/9/12 13:58,李易峰超话,,,
648,4812880000000000.0,M5oWo5UwA,5642380600,Xxmcranes,#如何看待李易峰此前发声明#这瓜也太猛了吧……好想和你们一起恰,,,,如何看待李易峰此前发声明,0,29,9,2022/9/12 13:58,iPhone客户端,"['https://wx3.sinaimg.cn/large/0069QQWIgy1h63s66bdp7j30u01sxwj7.jpg', 'https://wx4.sinaimg.cn/large/0069QQWIgy1h63s656eksj30u01sxdkv.jpg', 'https://wx3.sinaimg.cn/large/0069QQWIgy1h63s66xtmvj30u01sytdu.jpg', 'https://wx3.sinaimg.cn/large/0069QQWIgy1h63s65qx2hj30u01sy7b8.jpg']",,
649,4812860000000000.0,M5oydoVQo,1807124705,单身离异香草全世界版,#如何看待李易峰此前发声明#我哭的像个傻子，你们都高兴了吗，我在哭，你一定笑吧。,,,,如何看待李易峰此前发声明,0,8,5,2022/9/12 12:59,,,,
650,4812860000000000.0,M5oydmK2S,1697249662,双門洞賽文,真的觉得现在人被微博等自媒体平台毒害太深李易峰事件评论见的最多的就是“为啥不找个女朋友啊找个女朋友不就好了”首先，女朋友不是泄愤工具！！！她是一个实实在在的人！！！谈恋爱的基础是相互喜欢相互尊重和包容，不是只有性这一个方面，作为一个男生也真的替这些恶臭男和女权婊感到悲哀，连最基本的自我思考能力都没有了，你们就不配有对象#李易峰#,,,,李易峰,0,0,5,2022/9/12 12:59,iPhone客户端,,,
651,4812860000000000.0,M5oydlEGi,2645449121,风情JK,#李易峰多次嫖娼被行政拘留#春耕，夏耘，秋收，冬藏。其实，人生也遵循时节。既要当，又要立，迟早会房塌,,,,李易峰多次嫖娼被行政拘留,0,0,0,2022/9/12 12:59,HUAWEI nova手机,['https://wx2.sinaimg.cn/large/9dae59a1gy1h63qaskfrjj20qo0yiq5i.jpg'],,
652,4812860000000000.0,M5oyd9y4N,5930244555,森扑麋鹿,李易峰宁愿花钱面对千夫所指都不碰感情你告诉我什么爱李易峰超级话题,,,,,0,0,0,2022/9/12 12:59,李易峰超级话题超话,['https://wx1.sinaimg.cn/large/006tkHvJly1h63qfry10yj32o03k0dqd.jpg'],,
653,4812860000000000.0,M5oyd9y2x,5671564669,敬净静竞-,#如何看待李易峰此前发声明#啊，这成为其他的战场了,,,,如何看待李易峰此前发声明,0,0,2,2022/9/12 12:59,Redmi K40S,,,
654,4812860000000000.0,M5oyd42hR,2486357064,qilihuli七里,#李易峰#糊涂吖，路人缘那么好，人长成这样pc真的没必要啊。。,,,,李易峰,0,0,0,2022/9/12 12:59,iPhone客户端,,,
655,4812860000000000.0,M5oycwO80,5239135706,桃一eva-,#李易峰超话##李易峰超话#大家快去超话里开开眼界是非不分了“他没有伤害任何人啊”,,,,李易峰超话,0,2,8,2022/9/12 12:59,OPPO Reno4 5G,,,
656,4812860000000000.0,M5oycfdFu,6183820981,2B天天看,#李易峰##如何看待李易峰此前发声明#妥妥的采访届泥石流，这车开的……L2B天天看的微博视频,,,,"李易峰,如何看待李易峰此前发声明",0,0,0,2022/9/12 12:59,微博视频号,,"http://f.video.weibocdn.com/o0/vCBuiZXslx07Z9uM2zuw01041200g1HP0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1662988675&ssig=pGwLhkquAl&KID=unistore,video",
657,4812860000000000.0,M5oycbUAW,2887837382,飞行视角,#李易峰超话#“你凭什么认为，一直藏在暗处的人，会让你顺利实施你的计划？”李：“那我就变成跟他们一样的人”L飞行视角的微博视频,,,,李易峰超话,0,1,12,2022/9/12 12:59,微博视频号,,"http://f.video.weibocdn.com/u0/l53EOZqsgx07Z9uMbGze0104120030030E010.mp4?label=mp4_720p&template=1688x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1662988675&ssig=ovsKwp8nLo&KID=unistore,video",
658,4812850000000000.0,M5o9S1Bva,6086153011,独钓好鱼,#明星的打脸声明##艺人违法需赔品牌多少钱#纯纯把自己的前途作没了L独钓好鱼的微博视频,,,,"明星的打脸声明,艺人违法需赔品牌多少钱",0,1,0,2022/9/12 11:59,微博视频号,,"http://f.video.weibocdn.com/o0/XuxXT4wzlx07Z9qESnXq010412001fqk0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1662988689&ssig=4kQPC7XM9P&KID=unistore,video",
659,4812850000000000.0,M5o9Rr42Q,5538212074,杨xixiya,#李易峰多次嫖娼被行政拘留#李某峰的事告诉我们：该税的要税，不该睡的别睡男星翻车都是嫖chang女星翻车都是逃税总结一句：男人都在认真搞.女人女人都在认真搞.钱?,,,,李易峰多次嫖娼被行政拘留,0,2,37,2022/9/12 11:59,HUAWEI P50 Pro,,,
660,4812850000000000.0,M5o9QvDfh,6209092845,利刃空天,#如何看待李易峰此前发声明#校长：这小子装的还挺正经#北京警方通报李易峰多次嫖娼#L利刃空天的微博视频,,,,"如何看待李易峰此前发声明,北京警方通报李易峰多次嫖娼",4,1,35,2022/9/12 11:59,微博视频号,,"http://f.video.weibocdn.com/u0/Y4gyTLwEgx07Z9n7Xotq01041200hFgy0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1662988689&ssig=L8OyhzPLh2&KID=unistore,video",
661,4812850000000000.0,M5o9Quw3I,6710012767,别管我啦美女不好当-,无论之前所做的好有多好，墙倒只会众人推，无论是李易峰还是明天的谁，在茫茫社会中，落井下石的人永远是多数，这是社会常态。,,,,,0,6,0,2022/9/12 11:59,iPhone客户端,,,
662,4812850000000000.0,M5o9Qgeyl,7406463592,-梦屿干寻-,#如何看待李易峰此前发声明#emm……?,,,,如何看待李易峰此前发声明,0,0,1,2022/9/12 11:59,Note 9,,,
663,4812850000000000.0,M5o9Qf80y,6192920178,不会再喜欢啦-,李易峰一觉醒来昨天的事情好像都是一场梦真的好难过但凡你大方的公布恋情大家都会祝福你为什么啊为什么是pc八年啊手机里面全是你的照片密码都是你的生日我都还没有见到你真的好难过,,,,,0,0,0,2022/9/12 11:59,李易峰超话,,,
664,4812850000000000.0,M5o9PFGdh,5976956156,是萌芽的意思,李易峰私照被py贴的满天飞，只有王力宏，在微博上挂了一年多了，都围台湾了，还没有一张他出轨别人的私图爆出来,,,,,0,1,4,2022/9/12 11:59,Android,,,
665,4812850000000000.0,M5o9PDuoG,6130980700,李易峰瓜免费吃看头像,#blase湾湾##小娇睡不着#还有人没吃上呱的？点攒直接发#李易峰#,,,,"blase湾湾,小娇睡不着,李易峰",0,0,0,2022/9/12 11:59,新版微博 weibo.com,,,
666,4812850000000000.0,M5o9PColM,6250584140,黑芝麻馅儿汤圆最好吃,李易峰特地来超话幸灾乐祸冷嘲热讽的也不是什么好人,,,,,1,1,7,2022/9/12 11:59,李易峰超话,,,
667,4812850000000000.0,M5o9PBi6W,6313082829,dhshshhshwj,虽然不是他的粉丝，但是他演的百里屠苏，林皓和姜希宇真的很喜欢，唉#李易峰#,,,,李易峰,0,0,0,2022/9/12 11:59,vivo S9e 极夜自拍,"['https://wx4.sinaimg.cn/large/006Tf3eBly1h63oosb66ij30kv0uldho.jpg', 'https://wx4.sinaimg.cn/large/006Tf3eBly1h63ooso4qnj30bo0fd757.jpg', 'https://wx3.sinaimg.cn/large/006Tf3eBly1h63oot245bj30k00qpgmc.jpg']",,
668,4812660000000000.0,M5jrQ2NGk,2158269142,蒋小花twiny,#北京警方通报李易峰多次嫖娼#热搜爆了全部的社交平台都展开了激烈的讨论但大家话题的重点都是女票和出轨只是艺人的影响力把这个事放大了娱乐圈影视圈的乱一直是热门的话题不过这次我是感受到不一样的内容的他能出演zui高people检察院的MV主角这事儿本来都很不简单了早期驾驶兰博基尼出车祸都不了了之他代表了资本在台前活跃背后的一个链条，这次资本无法力保而抛弃他幕后肯定是有大瓜的。懂的都懂,,,,北京警方通报李易峰多次嫖娼,0,0,2,2022/9/11 23:59,iPhone客户端,,,
669,4812660000000000.0,M5jrPsfJb,3990201196,小份的摆渡人,3238天结束了好好跟你说声谢谢还有再见。@李易峰,,,李易峰,,0,2,0,2022/9/11 23:59,OPPO Reno4 5G,,,
670,4812660000000000.0,M5jrPbM3X,7241437159,沐子七七·,李易峰，是你对不起粉丝对不起你自己！,,,,,0,0,0,2022/9/11 23:59,vivo Y52s高清影像,,,
671,4812660000000000.0,M5jrP7mma,3297340405,王饱饱_46,#北京警方通报李易峰多次嫖娼#我能说什么只能说我看男人的眼神有亿点不好我没记错的话这是第两个半塌的了,,,,北京警方通报李易峰多次嫖娼,0,5,0,2022/9/11 23:59,iPhone客户端,,,
672,4812660000000000.0,M5jrOBdqG,5628190316,没错我就叫马小白,#李易峰多次嫖娼被行政拘留#除了失望我无话可说，我的白月光还是消失了，我喜欢了一整个青春的男孩儿。高中三年你是我的精神支柱，直到被拘之前一直都是我心里的白月光，我不知道我该说什么，从不相信到愤怒骂了你一晚上，算了，放过你也放过我了。愿你以后好好做人吧，一路顺风，恕不远送。,,,,李易峰多次嫖娼被行政拘留,0,0,6,2022/9/11 23:59,vivo X70 蔡司影像,['https://wx3.sinaimg.cn/large/0068Tjpaly1h633xixbsqj30hu0mkmzg.jpg'],,
673,4812660000000000.0,M5jrOBcYj,5555568770,JEADOY-,有了粉kris的经历我早已学会快一步allin李易峰#李易峰#,,,,李易峰,0,0,0,2022/9/11 23:59,iPhone客户端,"['https://wx2.sinaimg.cn/large/0063YBdUgy1h633w0l7i6j32wa1t7n61.jpg', 'https://wx2.sinaimg.cn/large/0063YBdUgy1h633wd9r31j32pf1y97jc.jpg', 'https://wx4.sinaimg.cn/large/0063YBdUgy1h633vhrxe5j30wi1ycana.jpg', 'https://wx1.sinaimg.cn/large/0063YBdUgy1h633wttm07j30wi1yctmh.jpg']",,
674,4812660000000000.0,M5jrOvIFH,6208395590,海大大吖,现在才觉得鹿晗真的很酷他从顶流下来迎接他的小公主一心一意在一起这么多年实属难得鹿晗yyds呀#鹿晗##李易峰嫖娼#,,,,"鹿晗,李易峰嫖娼",0,0,0,2022/9/11 23:59,荣耀50 5G,,,
675,4812660000000000.0,M5jrNEG37,6035499747,wuli峰峰555555,李易峰最后一次了晚安,,,,,0,0,0,2022/9/11 23:59,李易峰超话,,,
676,4812660000000000.0,M5jrNDzv5,5230028430,夭风吹散,自己选的路自己走完，脱粉了也祝你以后一切顺利，平安顺遂，喜欢你以来第一次这么难过，以前的爱意都是不假的，是最后一次跟你说话了@李易峰,,,李易峰,,0,0,1,2022/9/11 23:59,,,,
677,4812660000000000.0,M5jrNqor5,6450973459,秋售浪漫,有没有李易峰粉丝愿意分享一下暗夜行者的zy这剧说实话我还挺喜欢的有吗给我一份还有活色生香我也挺喜欢球球??,,,,,0,2,0,2022/9/11 23:59,微博轻享版,,,
678,4812750000000000.0,M5lLMd933,5073545073,喜欢麟羽轩一诺和soso的喋喋呀,李易峰快六点了我还没睡着可是我快坚持不住了,,,,,0,13,4,2022/9/12 5:54,李易峰超话,,,
679,4812750000000000.0,M5lLKrLLB,1109845441,A哥_AVR,#李易峰墨镜#不好意思，见不得人，必须戴还有戴了墨镜，你见不到我，你看不见我墨镜有用的,,,,李易峰墨镜,0,1,4,2022/9/12 5:54,iPhone 8 Plus,,,
680,4812750000000000.0,M5lLF7G1e,6780429145,娱乐圈老表,华鼎奖取消李易峰“中国最佳男主角”等称号。,,,,,0,0,1,2022/9/12 5:54,微博 weibo.com,"['https://wx1.sinaimg.cn/large/006758Pyly1h630kqpe9qj30wi18twro.jpg', 'https://wx3.sinaimg.cn/large/006758Pyly1h630kr5fooj30wi1mdwsl.jpg']",,
681,4812750000000000.0,M5lLC73Uh,2000274933,Sun先生in,#李易峰墨镜#,,,,李易峰墨镜,0,0,2,2022/9/12 5:53,iPhone客户端,"['https://wx4.sinaimg.cn/large/7739c5f5ly1h63e6cn59nj20zo25644e.jpg', 'https://wx4.sinaimg.cn/large/7739c5f5ly1h63e6cz9ztj20zo256448.jpg', 'https://wx2.sinaimg.cn/large/7739c5f5ly1h63e6dgbxyj20zo256k08.jpg']",,
682,4812750000000000.0,M5lLBAV8N,7501131980,沐沁rosangela,小时候有多喜欢苏苏，现在就有多绝望从现在起，我只相信韩红和宝强#李易峰#李易峰,,,,李易峰,0,0,0,2022/9/12 5:53,vivo Y3s,['https://wx1.sinaimg.cn/large/008bDZ5Gly1h63e5prvqbj30k016w0uu.jpg'],,
683,4812750000000000.0,M5lLy3jbO,6089395151,郭无双l,#李易峰多次嫖娼被行政拘留#破案了警方走完流程是星期四李易峰其实是为了帮吴某凡带肯德基进去,,,,李易峰多次嫖娼被行政拘留,1,2,8,2022/9/12 5:53,iPhone客户端,,,
684,4812750000000000.0,M5lLutfNE,5266180453,小草屁屁_,@李易峰你可以把李易峰还给我吗,,,李易峰,,0,1,5,2022/9/12 5:53,拍草裸照的iPhone 13,,,
685,4812750000000000.0,M5lLsrnxX,5843624038,·YuQW,李易峰再见啦我的十年L·YuQW的微博视频,,,,,0,0,9,2022/9/12 5:53,李易峰超话,,"http://f.video.weibocdn.com/o0/LxMMZNGBlx07Z91y0cac010412008B5E0E010.mp4?label=mp4_720p&template=720x1556.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1662988759&ssig=6BW17oWFsL&KID=unistore,video",
686,4812750000000000.0,M5lLspb22,6118519592,李思易·,李易峰我该如何释怀啊，你来告诉我,,,,,0,13,10,2022/9/12 5:53,李易峰超话,,,
687,4812740000000000.0,M5llVuiID,5828595774,蜜蜂峰峰LYF504,李易峰9年了～怎麼會說放就放呢～,,,,,0,7,6,2022/9/12 4:50,李易峰超话,"['https://wx2.sinaimg.cn/large/006msc1ggy1h63c6h5xznj30qc3mse7t.jpg', 'https://wx4.sinaimg.cn/large/006msc1ggy1h63c6hytigj30qc3ms1kx.jpg', 'https://wx3.sinaimg.cn/large/006msc1ggy1h63c6iyabpj30qc6hzx6p.jpg', 'https://wx4.sinaimg.cn/large/006msc1ggy1h63c6k0b65j30qc41a7wh.jpg', 'https://wx3.sinaimg.cn/large/006msc1ggy1h63c7muux4j30qc4agwop.jpg', 'https://wx3.sinaimg.cn/large/006msc1ggy1h63ca9syldj30qc3msqh6.jpg', 'https://wx4.sinaimg.cn/large/006msc1ggy1h63cazfrxpj30qc73ke81.jpg', 'https://wx3.sinaimg.cn/large/006msc1ggy1h63cbdo37kj30qc8l21kx.jpg', 'https://wx1.sinaimg.cn/large/006msc1ggy1h63cbigkqzj30qc5p3n8a.jpg']",,
688,4812740000000000.0,M5llVpTPM,7726985348,WENhh2,失眠的第三个晚上这几天的心情真的好复杂翻到了自己以前写的微博还有一些近期写的看看觉得好讽刺。因为我换过手机号了所以没有办法注销那个微博账号就把账号从设备里删除了（密码我忘记了登不上去了）从9.10那天上午开始东窗事发到今天晚上都在熬夜狠狠吃了一波瓜李易峰你到底还有多少惊喜是粉丝不知道的？看到很多粉丝都挺难过挺失望的（除无脑粉之外）毕竟他就连在那边假惺惺发小作文辟谣的时候草粉都选择站在他身边听他说啊随之而来的就是声明被夹连小作文也被夹本来的声明热搜开始往下掉…（其实我当时心里就有答案了..）通报出来第一反应就是实锤了我脱粉跑路了虽然我说我早有心理准备但是看到蓝底白字出现的那一刻我的世界好像又一次崩塌了没有办法让所有人感同身受只是真心实意喜欢了好多年的idol一直都是以非常正面的形象示人突然有一天所以的一切都化为虚有告诉你都是假象他的人设崩塌了真实的人设是什么呢？与你在大荧幕上在心里的他严重不符这种极大的落差感太窒息了因为这样会让我觉得八年多时间去用心维护的一个人私下居然是这么不堪。但我是没有任何话说的发生的这一切都只能说是他咎由自取吧明明可以一直火下去一直有很好的资源。这两天哭的次数都数不清了眼泪都流干了。和爸爸说李易峰塌房了我再也不追星了他安慰我说让我不要太在意现实社会就是这么复杂追星也是虚无缥缈的东西这么多年来我对他投入了大把的时间和精力虽然现在已经不care他了甚至不想再看到推送关于他的消息了越是看越是失望…他是一个多么经不起推敲的人啊存在于我幻想里的李易峰已经不在了相信过了这段时间我的情绪也会逐渐平缓的至少我可以不熬夜睡个好觉了希望草粉们（估计以后也不会有这个称号了）也都可以回归到正常的生活轨迹上积极乐观的面对往后的日子毕竟生活是自己的未来的每一天也都是崭新的爱至于他关于他所有的一切大家都释怀吧。李易峰,,,,,0,1,1,2022/9/12 4:50,iPhone客户端,"['https://wx4.sinaimg.cn/large/008qVDRWly1h63bdl8ppbj30ku0tcgsi.jpg', 'https://wx3.sinaimg.cn/large/008qVDRWly1h63bcjye16j30ku13142l.jpg', 'https://wx2.sinaimg.cn/large/008qVDRWly1h63bhr23x5j30ku0peabs.jpg', 'https://wx1.sinaimg.cn/large/008qVDRWly1h63axnbrsrj30km0tvdj2.jpg', 'https://wx3.sinaimg.cn/large/008qVDRWly1h63ay1xr3tj30ku0gltaa.jpg', 'https://wx1.sinaimg.cn/large/008qVDRWly1h63ayjqg30j30ku194abx.jpg']",,
689,4812740000000000.0,M5llV9oWn,6567289189,钢铁侠也需要water,我多可笑啊删相册搁这挑挑拣拣这张是他还是不是他？那张他是不是诚心跟粉丝挥手的？我TM删了几百张我还是不舍又找回了存的最后一个视频是他2号直播的澄清视频天知道我当时想的是帮他记住这委屈的一天我真是个笑话啊李易峰我真是个大笑话,,,,,0,2,1,2022/9/12 4:50,HarmonyOS设备,['https://wx2.sinaimg.cn/large/007arFVbly1h63c9fh1a2j30u01t0q4n.jpg'],,
690,4812740000000000.0,M5llTCk4u,1937215032,iAriesun,#李易峰多次嫖娼被行政拘留#真是不敢相信。,,,,李易峰多次嫖娼被行政拘留,0,0,0,2022/9/12 4:50,Android,,,
691,4812740000000000.0,M5llRjWOt,5670725293,hushwng,摆出2014的李贺和2020的李易峰来做对比，你们真的好残忍,,,,,136,39,246,2022/9/12 4:50,,"['https://wx1.sinaimg.cn/large/006bLMHbgy1h63cbtrpd7j30yc0g3wfm.jpg', 'https://wx3.sinaimg.cn/large/006bLMHbgy1h63cbu7us4j30yc0cz40l.jpg']",,
692,4812740000000000.0,M5llQF0xC,3762419057,加贝是心头小甜心阿,李易峰可能你永远不懂粉丝对你的感情吧,,,,,0,0,1,2022/9/12 4:50,荣耀50 SE 5G,,,
693,4812740000000000.0,M5llQad4e,6008496660,可爱的芬姐,#如何看待李易峰昨晚发声明#,,,,如何看待李易峰昨晚发声明,0,0,0,2022/9/12 4:50,Redmi Note 11 Pro,,,
694,4812740000000000.0,M5llNtotb,5244971899,城小澜,李易峰我真的很恨说不出任何坏话也说不出告别憋半天只想出一句以后只祝我自己快乐平安。,,,,,1,5,3,2022/9/12 4:50,李易峰超话,,,
695,4812710000000000.0,M5kC0ob19,7468130957,易烊千玺要和我结婚被我拒绝了,#李易峰墨镜#有没有微信吃瓜群啊（已脱粉易烊千玺没改名是不想给渣浪充会员我现在粉党,,,,李易峰墨镜,0,52,8,2022/9/12 2:57,iPhone客户端,,,
696,4812710000000000.0,M5kBZdl52,5813608409,ijustYuky,我的盗墓笔记#李易峰#你赔我盗墓笔记,,,,李易峰,0,1,1,2022/9/12 2:57,iPhone 11,,,
697,4812710000000000.0,M5kBY4Hpm,5693411096,花hmhy,刚开始我还很伤心，虽然知道你昨天晚上的小作文是骗粉丝的，毕竟八年的感情还是很伤心，直到看到你在拍暗夜行者都在pc，顿时就不那么伤心了，在你拍暗夜行者的时候表现的这么累，没想到是在这上面累的，粉丝都还在楼下等你，你怎么好意思的呀@李易峰。到底是你演技太好了，骗过了粉丝，影帝你实至名归。,,,李易峰,,0,0,0,2022/9/12 2:57,OPPO Reno4 5G,,,
698,4812710000000000.0,M5kBV1T94,5912547694,好喜欢草莓熊__,李易峰我要哭死了,,,,,0,8,0,2022/9/12 2:57,李易峰超话,,,
699,4812710000000000.0,M5kBUuDZF,7581276208,就耀官轩0903,"#李易峰#明星是人,素人也是人人人都平等，但是在法律面前违法了就是违法了，没有什么好说的",,,,李易峰,0,0,0,2022/9/12 2:57,vivo Y50 闪充强续航,,,
700,4812710000000000.0,M5kBUaQrg,5477457604,你伤到我了吖头,李易峰，是你吗,,,,,0,0,0,2022/9/12 2:57,iPhone客户端,['https://wx3.sinaimg.cn/large/005YGQWogy1h63922vwc1j30u01403zf.jpg'],,
701,4812710000000000.0,M5kBS5FQq,7401597951,achu啊chu,李易峰。等你出来了，你去你的超话把所有微博都看一遍。一遍不够看十遍。看看你做的好事。看看到底到底谁更痛。@李易峰,,,李易峰,,0,0,0,2022/9/12 2:57,Android,,,
702,4812710000000000.0,M5kBS4zte,5401390832,Z-Aimee07,#北京警方通报李易峰多次嫖娼#所以说看脸是对的，爱豆发面就要赶紧跑,,,,北京警方通报李易峰多次嫖娼,0,3,3,2022/9/12 2:57,,,,
703,4812710000000000.0,M5kBS4zjS,3080743871,遥不可及的花海,#李易峰墨镜#内鱼还有好吗，再这么塌下去我不如直接去粉鞠婧祎算了,,,,李易峰墨镜,0,0,3,2022/9/12 2:57,iQOO Z3 性能先锋,,,
704,4812710000000000.0,M5kBRcr0j,5586081852,咱家好歹也算半个男人,#李易峰超话#我在想之前吴签凉了的时候李易峰什么想法，无所畏惧？已经赚的盆满钵满随时拍屁股走人？还有那些被爆一起玩的明星，是人人自危还是依旧放荡……如果这些人连法律都不怕了那就太可怕了。,,,,李易峰超话,0,1,27,2022/9/12 2:57,Xiaomi 12S Pro,,,
705,4812710000000000.0,M5kCf8ytZ,5697499978,一个未能拯救世界的英雄,九月看过的第一部片子居然是李易峰的,,,,,0,0,0,2022/9/12 2:58,iPhone客户端,,,
706,4812710000000000.0,M5kCejIcp,7501384773,袁妙不可b妍,#blase湾湾#三观尽毁！还有更大的瓜，估计娱乐圈要炸，李易峰约会的网红湾湾#blase湾湾#实在不简单，她的小号关注的明星名单被爆……与cwt是互关的！你们猜下一个会是谁？必竞是吃瓜就不发图了，自己搜！,,,,blase湾湾,0,1,7,2022/9/12 2:58,HarmonyOS设备,['https://wx3.sinaimg.cn/large/008bF2QZgy1h63968ohahj30qo0y8423.jpg'],,
707,4812710000000000.0,M5kCdEM8i,6344722087,满脑子啾可,纪念一下昨天早上六点多就醒了的我给你发的私信（三点多快四点睡的），哦你号可能炸了，还是最后一条私信?@李易峰我还指望你做好人，你踏马先做个人别?吧,,,李易峰,,0,0,0,2022/9/12 2:58,啾可Android,['https://wx4.sinaimg.cn/large/006VnO3dgy1h6391y82m4j30qo0wjaau.jpg'],,
708,4812710000000000.0,M5kCd6Gcm,1903542983,IKtsuArpok_FernWeh,草全世界他妈都到现在这样了草粉还尼玛被他真人漂亮到失语见过真人的无一不都在感慨他镜头拍不进的颜李易峰你脸是真牛逼以后都当素人了我有机会看得到真人吗圆我梦,,,,,0,0,0,2022/9/12 2:57,HarmonyOS Device,,,
709,4812710000000000.0,M5kCd6FTM,7678652251,做自己的光不播紫砂,#北京警方通报李易峰多次嫖娼#视频真的一点也不像腿比我还粗根本不像一个男明星该有的身材总感觉在钓鱼但是我又忍不住上钩,,,,北京警方通报李易峰多次嫖娼,0,5,1,2022/9/12 2:57,iPad客户端,,,
